zipcode,name,tel,beonji,address
630-815,합성1동사무소,055-240-2728,79-7,경남 마산시　
630-817,합성2동사무소,055-240-2729,205-5,경남 마산시　
631-856,합포동사무소,055-240-2719,461-21,경남 마산시　
631-270,현동사무소,055-240-2706,383-2,경남 마산시　
630-826,회성동사무소,055-240-2725,462-8,경남 마산시　
630-821,회원1동사무소,055-240-2721,52-11,경남 마산시　
630-042,회원2동사무소,055-240-2722,335-56,경남 마산시　
627-801,가곡동사무소,055-359-5851,651-12,경남 밀양시　
627-120,교동사무소,055-359-5831,1219,경남 밀양시　
627-802,내이동사무소,055-359-5821,1193-15,경남 밀양시　
627-140,내일동사무소,055-359-5811,376-1,경남 밀양시　
627-804,삼문동사무소,055-359-5841,111-87,경남 밀양시　
664-839,남양동사무소,055-830-4951,353-4,경남 사천시　
664-830,동서금동사무소,055-830-4921,337-5,경남 사천시　
664-836,동서동사무소,055-830-4901,303-1,경남 사천시　
664-833,벌용동사무소,055-830-4931,27-13,경남 사천시　
664-838,선구동사무소,055-830-4911,116-1,경남 사천시　
664-220,향촌동사무소,055-830-4941,837-2,경남 사천시　
626-210,강서동주민센터,055-388-2508,200,경남 양산시　
626-842,덕계동주민센터,055-392-6851~6,745,경남 양산시　
626-130,삼성동주민센터,055-388-2504,508-5,경남 양산시　
626-836,서창동주민센터,055-392-6701~6,535-10,경남 양산시　
626-836,소주동주민센터,055-392-6751~6,535-10,경남 양산시　
626-800,중앙동주민센터,055-388-2501~2,327-2,경남 양산시　
626-848,평산동주민센터,055-392-6801~6,532-3,경남 양산시　
660-300,가호동사무소,055-749-2672,1432-8,경남 진주시　
660-250,강남동사무소,055-749-2634,98,경남 진주시　
660-260,망경동사무소,055-749-2632,460-2,경남 진주시　
660-220,봉수동사무소,055-749-2648,216,경남 진주시　
660-040,봉안동사무소,055-749-2642,12-2,경남 진주시　
660-805,상대1동사무소,055-749-2652,244-18,경남 진주시　
660-802,상대2동사무소,055-749-2654,331-6,경남 진주시　
660-051,상봉동동사무소,055-749-2644,858-17,경남 진주시　
660-809,상봉서동사무소,055-749-2646,1032-10,경남 진주시　
660-904,상평동사무소,055-749-2660,221-23,경남 진주시　
660-020,성지동사무소,055-749-2638,139-9,경남 진주시　
660-908,신안동사무소,055-749-2666,439-1,경남 진주시　
660-200,옥봉동사무소,055-749-2650,795-15,경남 진주시　
660-982,이현동사무소,055-749-2668,11-53,경남 진주시　
660-170,중앙동사무소,055-749-2640,104-7,경남 진주시　
660-985,초장동사무소,055-749-2662,995,경남 진주시　
660-988,칠암동사무소,055-749-2636,518-7,경남 진주시　
660-991,판문동사무소,055-749-2670,729-5,경남 진주시　
660-907,평거동사무소,055-749-2664,419-4,경남 진주시　
660-997,하대1동사무소,055-749-2656,344-4,경남 진주시　
660-996,하대2동사무소,055-749-2658,105,경남 진주시　
645-800,경화동사무소,055-548-2550,185,경남 진해시　
645-320,덕산동사무소,055-548-2600,767-42,경남 진해시　
645-800,병암동사무소,055-548-2560,242,경남 진해시　
645-280,석동사무소,055-548-2570,328-4,경남 진해시　
645-805,여좌동사무소,055-548-2530,96-21,경남 진해시　
645-450,웅동1동사무소,055-548-2630,139-2,경남 진해시　
645-510,웅동2동사무소,055-548-2640,1218-4,경남 진해시　
645-360,웅천동사무소,055-548-2620,375-2,경남 진해시　
645-807,이동사무소,055-548-2580,62-17,경남 진해시　
645-300,자은동사무소,055-548-2590,856-3,경남 진해시　
645-110,중앙동사무소,055-548-2500,14-1,경남 진해시　
645-180,충무동사무소,055-548-2520,10-1,경남 진해시　
645-802,태백동사무소,055-548-2540,1156-24,경남 진해시　
645-020,태평동사무소,055-548-2510,38,경남 진해시　
645-320,풍호동사무소,055-548-2610,176-6,경남 진해시　
641-802,가음정동사무소,055-282-3367,9,경남 창원시　
641-250,명곡동사무소,055-288-0045,잔여지구14B,경남 창원시　
641-818,반송동사무소,055-285-0049~50,14-5,경남 창원시　
641-822,봉림동사무소,055-238-5711~2,61-1,경남 창원시　
641-100,사파동사무소,055-281-3121~2,B8-2,경남 창원시　
641-070,상남동사무소,055-266-0618,2-109,경남 창원시　
641-120,성주동사무소,055-282-6712~3,5,경남 창원시　
641-840,용지동사무소,055-262-0310~1,62-2,경남 창원시　
641-370,웅남동사무소,055-286-0057,15-7,경남 창원시　
641-500,의창동사무소,055-251-3406~7,11-6,경남 창원시　
641-844,중앙동사무소,055-262-0316~7,69-17,경남 창원시　
641-465,팔룡동사무소,055-251-4641~2,B43,경남 창원시　
650-150,도남동사무소,055-646-0529,399-2,경남 통영시　
650-110,도천동사무소,055-646-0511,998-3,경남 통영시　
650-090,명정동사무소,055-646-0512~3,163-113,경남 통영시　
650-800,무전동사무소,055-646-0521,374-25,경남 통영시　
650-803,미수1동사무소,055-646-0526,585-4,경남 통영시　
650-802,미수2동사무소,055-646-0527,354-18,경남 통영시　
650-140,봉평동사무소,055-646-0528,447-10,경남 통영시　
650-805,북신동사무소,055-646-0520,698-3,경남 통영시　
650-160,인평동사무소,055-646-0524,127-7,경남 통영시　
650-070,정량동사무소,055-646-0518~9,339-1,경남 통영시　
650-040,중앙동사무소,055-646-0514,638-2,경남 통영시　
712-040,남부동사무소,053-811-1064,73-1,경북 경산시　
712-190,동부동사무소,053-811-1062,573-12,경북 경산시　
712-120,북부동사무소,053-811-6782,61-1,경북 경산시　
712-802,중방동사무소,053-811-1066,432-6,경북 경산시　
712-020,중앙동사무소,053-811-1061,278-12,경북 경산시　
780-935,동천동사무소,054-741-5571,797-3,경북 경주시　
780-270,보덕동사무소,054-745-1527,168-2,경북 경주시　
780-460,불국동사무소,054-745-2056,367-3,경북 경주시　
780-200,선도동사무소,054-743-0781,626,경북 경주시　
780-942,성건동사무소,054-742-0457,677-3,경북 경주시　
780-947,성동동사무소,054-743-3865,301-3,경북 경주시　
780-949,용강동사무소,054-742-8945~6,1316-2,경북 경주시　
780-150,월성동사무소,054-743-0780,752-2,경북 경주시　
780-932,중부동사무소,054-743-8001,129-1,경북 경주시　
780-938,탑정동사무소,054-743-1765,172-1,경북 경주시　
780-080,황남동사무소,054-743-1766,314-1,경북 경주시　
780-954,황성동사무소,054-743-1767,370,경북 경주시　
780-956,황오동사무소,054-743-3866,330,경북 경주시　
730-901,공단1동사무소,054-461-3926,112-2,경북 구미시　
730-904,공단2동사무소,054-463-3004,265-27,경북 구미시　
730-080,광평동사무소,054-463-5096,532-7,경북 구미시　
730-911,도량동사무소,054-452-5624,792-254,경북 구미시　
730-100,비산동사무소,054-463-4396,76-2,경북 구미시　
730-110,상모사곡동사무소,054-463-5097,619-1,경북 구미시　
730-912,선주원남동사무소,054-452-5626,3-1,경북 구미시　
730-914,송정동사무소,054-452-5620,72,경북 구미시　
730-916,신평1동사무소,054-463-5095,150-30,경북 구미시　
730-072,신평2동사무소,054-463-2753,17-7,경북 구미시　
730-380,양포동사무소,054-471-6182,358-3,경북 구미시　
730-924,원평1동사무소,054-452-5621,964-61,경북 구미시　
730-920,원평2동사무소,054-452-5623,45-1,경북 구미시　
730-320,인동동사무소,054-472-7117,790-46,경북 구미시　
730-130,임오동사무소,054-463-5098,371-4,경북 구미시　
730-160,지산동사무소,054-457-5102,853-12,경북 구미시　
730-360,진미동사무소,054-472-7229,985-35,경북 구미시　
730-926,형곡1동사무소,054-452-5627,141-5,경북 구미시　
730-931,형곡2동사무소,054-457-5232,315-5,경북 구미시　
740-977,대곡동사무소,054-432-2520,1330,경북 김천시　
740-978,대신동사무소,054-432-2517,464-1,경북 김천시　
740-100,성남동사무소,054-432-2513,48-4,경북 김천시　
740-070,양금동사무소,054-432-2516,92-1,경북 김천시　
740-010,용암동사무소,054-432-2512,191-2,경북 김천시　
740-980,지좌동사무소,054-436-2521,440-128,경북 김천시　
740-982,평화동사무소,054-432-2514,245-156,경북 김천시　
745-888,점촌1동사무소,054-550-6650,409-7,경북 문경시　
745-886,점촌2동사무소,054-550-6651,329-1,경북 문경시　
745-891,점촌3동사무소,054-550-6672,777,경북 문경시　
745-060,점촌4동사무소,054-550-6653,87-34,경북 문경시　
745-884,점촌5동사무소,054-550-6654,384,경북 문경시　
760-340,명륜동사무소,054-858-0918,110-1,경북 안동시　
760-250,법상동사무소,054-857-3925~6,125-16,경북 안동시　
760-230,서구동사무소,054-841-5826,304-8,경북 안동시　
760-300,송하동사무소,054-852-3354,306-2,경북 안동시　
760-260,안기동사무소,054-852-3929,204-5,경북 안동시　
760-310,옥동사무소,054-852-3353,1111,경북 안동시　
760-902,용상동사무소,054-821-3218,1222-9,경북 안동시　
760-050,중구동사무소,054-857-6219,65-2,경북 안동시　
760-904,태화동사무소,054-852-3404,248-8,경북 안동시　
760-270,평화동사무소,054-852-3927,387-2,경북 안동시　
790-825,대이동사무소,054-281-0151,160-64,경북 포항시　
791-803,두호동사무소,054-246-0131,1007,경북 포항시　
790-823,상대1동사무소,054-281-0031,164-7,경북 포항시　
790-822,상대2동사무소,054-281-0041,111-6,경북 포항시　
790-830,송도동사무소,054-281-0071,450-5,경북 포항시　
791-805,양학동사무소,054-281-0081,4-6,경북 포항시　
791-810,용흥동사무소,054-246-0111,175,경북 포항시　
791-220,우창동사무소,054-246-0121,우현1지구 6B1L,경북 포항시　
791-816,장량동사무소,054-246-0142,866-1365,경북 포항시　
790-832,제철동사무소,054-281-0131,161-2,경북 포항시　
791-841,죽도동사무소,054-240-7790,74-2,경북 포항시　
791-010,중앙동사무소,054-246-0041,693-19,경북 포항시　
790-836,청림동사무소,,507-6,경북 포항시　
791-180,학산동사무소,054-246-0081,192-2,경북 포항시　
790-838,해도1동사무소,054-281-0051,20-6,경북 포항시　
790-861,해도2동사무소,054-281-0061,97-17,경북 포항시　
791-280,환여동사무소,054-252-0151,510-1,경북 포항시　
790-330,효곡동사무소,054-281-0141,274-13,경북 포항시　
545-050,골약동사무소,061-797-2609,453,전남 광양시　
545-873,광영동사무소,061-797-2611,795-5,전남 광양시　
545-875,금호동사무소,061-797-2613,624-9,전남 광양시　
545-879,중마동사무소,061-797-2610,11-2,전남 광양시　
545-885,태인동사무소,061-797-2612,1649,전남 광양시　
520-020,금남동사무소,061-333-5863,13-2,전남 나주시　
520-050,성북동사무소,061-333-5864,144,전남 나주시　
520-140,송월동사무소,061-333-5860,596,전남 나주시　
520-230,영강동사무소,061-333-5861,159-18,전남 나주시　
520-240,영산동사무소,061-333-5867,75,전남 나주시　
520-952,이창동사무소,061-333-5869,147-1,전남 나주시　
530-310,남양동사무소,061-270-3609,50-48,전남 목포시　
530-802,대성동사무소,061-270-3608,27-7,전남 목포시　
530-804,동명동사무소,061-270-3612,281,전남 목포시　
530-090,만호동사무소,061-270-3614,8-1,전남 목포시　
530-280,무안동사무소,061-270-3611,4-9,전남 목포시　
530-832,부흥동사무소,061-270-3626,1022,전남 목포시　
530-320,북교동사무소,061-270-3610,107-2,전남 목포시　
530-843,북항동사무소,061-270-3618,1-1202,전남 목포시　
530-811,산정1동사무소,061-270-3603,1091-26,전남 목포시　
530-807,산정2동사무소,061-270-3604,129-6,전남 목포시　
530-808,산정3동사무소,061-270-3605,278-33,전남 목포시　
530-480,삼학동사무소,061-270-3613,1612-2,전남 목포시　
530-410,삼향동사무소,061-270-3624,1158-8,전남 목포시　
530-824,상동사무소,061-270-3621,744-1,전남 목포시　
530-826,신흥동사무소,061-270-3623,959,전남 목포시　
530-370,연산동사무소,061-270-3606,1263,전남 목포시　
530-831,옥암동사무소,061-270-3625,992-19,전남 목포시　
530-361,용당1동사무소,061-270-3601,1053,전남 목포시　
530-362,용당2동사무소,061-270-3602,1110-3,전남 목포시　
530-840,용해동사무소,061-270-3619,209-1,전남 목포시　
530-370,원산동사무소,061-270-3607,1263,전남 목포시　
530-070,유달동사무소,061-270-3615,3-3,전남 목포시　
530-840,이로동사무소,061-270-3620,209-1,전남 목포시　
530-846,죽교동사무소,061-270-3617,575-12,전남 목포시　
530-020,충무동사무소,061-270-3616,138-1,전남 목포시　
530-822,하당동사무소,061-270-3622,845-1,전남 목포시　
540-942,남제동사무소,061-749-3620,175-3,전남 순천시　
540-120,덕연동사무소,061-749-3618,299-4,전남 순천시　
540-944,도사동사무소,061-749-3625,344,전남 순천시　
540-948,매곡동사무소,061-749-3615,431-22,전남 순천시　
540-949,삼산동사무소,061-749-3616,213-8,전남 순천시　
540-978,왕조1동사무소,061-749-3627,1655,전남 순천시　
540-968,왕조2동사무소,061-749-3266,1590-10,전남 순천시　
540-960,장천동사무소,061-749-3622,83-8,전남 순천시　
540-180,저전동사무소,061-749-3621,238,전남 순천시　
540-963,조곡동사무소,061-749-3617,187-3,전남 순천시　
540-945,중앙동사무소,061-749-3623,152-2,전남 순천시　
540-972,풍덕동사무소,061-749-3619,1274-12,전남 순천시　
540-030,향동사무소,061-749-3613,81-2,전남 순천시　
550-800,광림동사무소,061-690-2612,44-1,전남 여수시　
550-805,국동사무소,061-690-2615,505,전남 여수시　
550-818,대교동사무소,061-690-2614,251-8,전남 여수시　
550-070,동문동사무소,061-690-2608,517,전남 여수시　
550-250,둔덕동사무소,061-690-2620,436,전남 여수시　
550-811,만덕동사무소,061-690-2621,179-1,전남 여수시　
555-300,묘도동사무소,061-690-2627,982-1,전남 여수시　
550-817,문수동사무소,061-690-2618,161-5,전남 여수시　
550-817,미평동사무소,061-690-2619,671-5,전남 여수시　
555-805,삼일동사무소,061-690-2626,600,전남 여수시　
550-130,서강동사무소,061-690-2613,843-1,전남 여수시　
555-030,시전동사무소,061-690-2623,73-8,전남 여수시　
